Date,Close-Stock-1,Close-Stock-2,Close-Stock-3,Close-Stock-4,Close-Stock-5
2011-12-05,2148.3519203870505,2148.3519203870505,1854.3453127711637,1868.3731008847528,1980.321780833653
2011-12-07,2263.0156438742124,2263.0156438742124,1859.0400597714372,1859.2283614152905,2093.27144609404
2011-12-08,2088.9174717365713,2088.9174717365713,1855.7639749677166,1825.3860008081028,1966.3007283462978
2011-12-09,1854.297623097639,1854.297623097639,1857.6165283793864,1824.0714022414252,1897.3320810749856
2011-12-12,1856.6164525069776,1856.6164525069776,1855.7639749677166,1857.5337811846,1854.7056760918617
2011-12-13,1857.5337811846,1857.5337811846,1854.3846026439953,1857.5337811846,1857.5337811846
2011-12-14,1829.437719399935,1829.437719399935,1824.4315558211433,1825.425359771167,1857.5337811846
2011-12-15,1823.0696516296193,1823.0696516296193,1825.3860008081028,1857.5337811846,1858.0041123937265
2011-12-16,1822.900409856777,1822.900409856777,1855.7639749677166,1824.0714022414252,1822.900409856777
2011-12-19,511.59587798564104,511.59587798564104,1858.0041123937265,1857.5337811846,1823.8942138068007
2011-12-20,547.2939802806765,547.2939802806765,1859.0400597714372,1858.7638772923008,1180.4147788161088
2011-12-21,1857.5337811846,1857.5337811846,1855.7639749677166,1823.8096519716753,1858.2935460831743
2011-12-22,1855.7639749677166,1855.7639749677166,1856.6164525069776,1825.425359771167,1825.425359771167
2011-12-23,1853.7998425276662,1853.7998425276662,1857.6165283793864,1857.5337811846,1824.0714022414252
2011-12-26,1854.3453127711637,1854.3453127711637,1390.7159784759351,1854.3846026439953,1854.3846026439953
2011-12-27,1853.8194617587292,1853.8194617587292,1389.5465158671716,1854.6621092062767,1854.3846026439953
2011-12-28,1854.3846026439953,1854.3846026439953,1012.3524506720609,1857.3762174055523,1549.3348292124008
